"pathway","pval","padj","log2err","ES","NES","size"
"GSE16385_MONOCYTE_VS_12H_IL4_TREATED_MACROPHAGE_DN",0.824362606232295,0.954363751177432,0.0387166740042594,-0.28220619757426,-0.792889046233294,73
"GSE16385_MONOCYTE_VS_12H_IL4_TREATED_MACROPHAGE_UP",0.667785234899329,0.900516779169625,0.0916795246008379,0.300506096241032,0.853115725360085,60
"GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_IFNG_TNF_TREATED_MACROPHAGE_DN",0.215909090909091,0.675087144323505,0.107972360317345,-0.394441539136486,-1.15945023291652,100
"GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_IFNG_TNF_TREATED_MACROPHAGE_UP",0.805949008498584,0.948250966991992,0.03975964750879,-0.28691230989002,-0.806111381311631,73
"GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_IL4_TREATED_MACROPHAGE_DN",0.532857142857143,0.853305201098369,0.059221919380382,-0.339036763347799,-0.97611376030234,88
"GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_IL4_TREATED_MACROPHAGE_UP",0.994397759103641,1,0.0292103127923884,-0.18854451517252,-0.538925047176431,78
"GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_DN",0.179743223965763,0.65025311206566,0.120433371642259,-0.403821842489441,-1.1863916391585,101
"GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_UP",0.914529914529915,0.985538745070523,0.0341204536062472,-0.259382474161526,-0.71013311340225,64
"GSE16385_MONOCYTE_VS_MACROPHAGE_DN",0.681672025723473,0.906342222621292,0.0880945010398517,0.313965662754495,0.824844608407606,40
"GSE16385_MONOCYTE_VS_MACROPHAGE_UP",0.291193181818182,0.738118350547488,0.0899860794997137,-0.4149188938959,-1.12921168369861,60
"GSE16385_ROSIGLITAZONE_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_DN",0.813559322033898,0.951109288050898,0.0813027345384498,0.258747202763181,0.805202173687285,86
"GSE16385_ROSIGLITAZONE_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_UP",0.0434142322528052,0.417871775266398,0.321775918075361,-0.492759222622791,-1.42403230540633,90
