"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PRKCB",2.8796491500901e-06,-1.30268668454144,0.337,0.667,0.0756714203660677
"FMNL1-DT",2.97368372244428e-06,-3.03364055896408,0.02,0.128,0.0781424608583909
"THBS1",3.00752512556844e-06,-2.75421317787296,0.07,0.256,0.0790317452496875
"H1FX",3.15225706266775e-06,4.93441241185425,0.374,0,0.0828350110927832
"TPCN1",3.24105727582864e-06,3.84719749184884,0.401,0.026,0.0851685030942251
"HLA-DQA1",3.33045099929677e-06,0.828465550004389,0.879,0.667,0.0875175913595204
"JAKMIP2",3.36316437149793e-06,-3.14846096096594,0.028,0.154,0.0883772333542225
"PPP1R16B",3.3679736975048e-06,-2.75330078841835,0.028,0.154,0.088503612823031
"GPR34",3.49986469575004e-06,2.5890714092361,0.512,0.154,0.0919694444749195
"MARCH7",3.71573656614722e-06,4.73703687180466,0.37,0,0.0976421254852165
"PAM",3.8699922605982e-06,-2.64116225577914,0.182,0.436,0.101695656624
"PPP1R15B-AS1",3.87883827586238e-06,-3.05268631465462,0.013,0.103,0.101928112213112
"CROCC",4.34930908710311e-06,3.7689022905035,0.44,0.077,0.114291144190896
"RHOH",4.71225857739508e-06,-1.57531345154329,0.17,0.436,0.123828730896788
"P3H2",5.01994168939963e-06,5.38745854784143,0.364,0,0.131914027714043
"CADM1",5.15676671532565e-06,3.30240864416794,0.464,0.103,0.135509515745327
"L3MBTL4",5.15783411417297e-06,2.96062012691973,0.464,0.103,0.135537564852237
"HGS",5.26152931539982e-06,-1.88531423506973,0.107,0.333,0.138262467350076
"C21orf91",5.37724561518158e-06,-2.13022291512564,0.046,0.205,0.141303260275742
"SLC9A9",5.69631294001002e-06,1.4365410607743,0.809,0.615,0.149687711437583
"TFPI",6.5888656316913e-06,-2.58067360405291,0.038,0.179,0.173142211069584
"ITM2B",6.75975716885494e-06,0.799686742547804,0.985,0.897,0.17763289888317
"AC007952.4",6.84594434707728e-06,4.99906010181932,0.356,0,0.179897725552497
"AP003086.1",7.15453227718834e-06,3.98444558092373,0.382,0.026,0.188006799179955
"EXT1",8.12761445341697e-06,-1.2891265104767,0.33,0.641,0.213577452606891
"CST3",8.70032945196596e-06,0.928712777539339,0.989,1,0.228627257338762
"PTEN",8.81234709338223e-06,-0.994012649246577,0.619,0.846,0.231570856919898
"CASC4",8.82848342398999e-06,4.55636354046767,0.349,0,0.231994887415609
"PLXDC2",9.23546947884383e-06,0.836931159748628,0.993,0.974,0.242689666965058
"RAI14",9.66351441262125e-06,-2.33643222525506,0.073,0.256,0.253937831734861
"MARCH6",1.00955592455844e-05,4.55033615761152,0.346,0,0.265291105855468
"NRG1",1.09485851807756e-05,-1.73514109414846,0.132,0.359,0.287706921380421
"KCNG2",1.13140117361577e-05,-3.1391010664721,0.022,0.128,0.297309600402753
"LPAR6",1.16422837929086e-05,1.41673239757209,0.75,0.538,0.305935933510053
"RASAL2",1.17317820822847e-05,1.24074887840151,0.723,0.385,0.308287769558278
"BASP1",1.19874213859019e-05,-1.6519789452867,0.288,0.564,0.315005459178729
"AL512603.2",1.22162540147071e-05,5.73286119583347,0.369,0.026,0.321018722998474
"QSOX1",1.25391779911944e-05,-1.83889644974185,0.2,0.462,0.329504519252607
"NCF2",1.27465246420746e-05,-1.48604903608194,0.368,0.641,0.334953174544436
"MT-CO3",1.32517349881841e-05,0.532942523200389,0.999,1,0.348229092019501
"TEF",1.39090496532031e-05,-3.05268631465462,0.015,0.103,0.365502006786872
"KIF13A",1.39439746570753e-05,-1.57929204297928,0.419,0.641,0.366419766038626
"SIK1",1.41435464470854e-05,-2.98709797302705,0.015,0.103,0.371664113536509
"SLC1A3",1.41717279295776e-05,1.45672121027855,0.763,0.487,0.372404666533441
"FBP1",1.48028863284032e-05,-1.67897567766471,0.226,0.513,0.38899024693778
"COL6A1",1.61130063308016e-05,-1.70856247365306,0.06,0.231,0.423417580360805
"SYNE1",1.65028819643941e-05,2.68173074497914,0.45,0.103,0.433662732260347
"IGFBP7",1.68145576777607e-05,-1.3903100369091,0.099,0.308,0.441852946656195
"UBE2R2",1.73693431933115e-05,-1.19780422196608,0.435,0.718,0.456431600433841
"CLEC4D",1.77778701147427e-05,-2.49405796174693,0.022,0.128,0.467166870875209
"SRSF7",1.78384013684762e-05,1.55999429244682,0.824,0.718,0.468757511160817
"LYSET",1.87596990614258e-05,-2.98709797302705,0.015,0.103,0.492967371936148
"CD101",2.03446479745779e-05,-2.69759135583206,0.032,0.154,0.534616659475958
"PLIN2",2.1174563697039e-05,-1.65548109886284,0.539,0.769,0.556425184830791
"C22orf34",2.14676520395835e-05,4.6837549491257,0.328,0,0.564126960296175
"CD81",2.15532094908084e-05,1.33162056538443,0.78,0.615,0.566375238999464
"IL1RN",2.18966499887178e-05,-1.62131558855026,0.113,0.333,0.575400168403525
"GLT1D1",2.19453345934566e-05,-2.19925120985866,0.052,0.205,0.576679502446853
"SPP1",2.21388530491448e-05,1.74877661851749,0.76,0.487,0.581764780425426
"LDHA",2.3750635082598e-05,-0.840800997927213,0.629,0.897,0.62411918870051
"H2AFJ",2.44278861047062e-05,4.41472966903419,0.324,0,0.641915991059469
"STING1",2.56962193472624e-05,-2.49405796174693,0.023,0.128,0.675245252007362
"H1-10",2.57852115917687e-05,-2.40213547230589,0.042,0.179,0.677583790208497
"JARID2",2.62949456756841e-05,-1.55138610692512,0.785,0.897,0.690978582465627
"AC079793.1",2.65397585830248e-05,4.6671402352748,0.322,0,0.697411776044726
"GSN",2.74397028096559e-05,1.26356321255779,0.755,0.564,0.721060510432138
"CLDN1",2.78023648994593e-05,5.45998525318261,0.322,0,0.730590544827991
"ATP5MPL",2.86867686117562e-05,3.15131605567005,0.378,0.051,0.753830905579729
"TRPM2",2.91997887684652e-05,2.35980265009178,0.456,0.128,0.767312049257729
"FLNA",2.93035404578376e-05,-1.58175386995205,0.265,0.538,0.770038436151055
"CPEB4",2.94776702200514e-05,1.92612389634738,0.555,0.231,0.774614218042511
"JUN",2.95287803860577e-05,1.08355479383537,0.951,0.949,0.775957290984825
"SLA",2.99039181263154e-05,-1.25959270810991,0.513,0.718,0.785815160523316
"HBEGF",3.08509082076823e-05,-1.20912940473547,0.192,0.462,0.810700165881475
"AC087286.2",3.22049884651522e-05,4.89758134349131,0.318,0,0.846282686887269
"GDF11",3.23707314630191e-05,-2.92436221767908,0.016,0.103,0.850638081385215
"AL390957.1",3.36064900399664e-05,4.98636023952046,0.317,0,0.883111345270238
"RIGI",3.41786795328185e-05,-2.64606105519198,0.016,0.103,0.898147340763404
"RAB27A",3.4637105042085e-05,-1.74587729044751,0.157,0.385,0.910193846295909
"TNIK",3.47446333687686e-05,-2.60448195144058,0.08,0.256,0.913019475664501
"TYMP",3.53110654867632e-05,-0.866574758269113,0.691,0.846,0.927904178861164
"ENOSF1",3.54337185567926e-05,-1.19390458839318,0.193,0.462,0.931127256235397
"GNAS",3.70937142313207e-05,0.840055671588551,0.962,0.897,0.974748622570645
"PLA2G7",3.85119700282639e-05,-1.9293362534634,0.125,0.333,1
"SOCS3",3.94346984279121e-05,-2.05994853843473,0.142,0.359,1
"RTN1",3.97471607323525e-05,2.35999019575872,0.533,0.256,1
"ADD3",4.07497067501934e-05,-1.98224857336565,0.143,0.359,1
"THBD",4.31256055069328e-05,-1.74037622232886,0.122,0.333,1
"GLIS3",4.36060166217381e-05,5.12084557170748,0.31,0,1
"KARS1",4.36714609005092e-05,-2.5720604737482,0.024,0.128,1
"AC012447.1",4.59304416073463e-05,5.21311950502604,0.309,0,1
"PRKN",4.76187793725865e-05,4.86117720434387,0.308,0,1
"HIPK2",4.81724525230528e-05,-1.82014453811603,0.306,0.538,1
"AL691403.1",4.83765672012916e-05,4.70018049703881,0.307,0,1
"ATP8B4",4.86912399428743e-05,1.26110167001102,0.828,0.641,1
"RIPK2",4.91922045396998e-05,-1.63874669717972,0.351,0.59,1
"AC084871.1",4.95476851103837e-05,5.60452825797512,0.307,0,1
"CD55",5.04576324452679e-05,-1.27114287215338,0.351,0.641,1
"FPR2",5.17479464781199e-05,-2.60858634977332,0.034,0.154,1
"ST6GAL1",5.20330808046274e-05,1.36506809441771,0.679,0.385,1
"KCNMA1",5.53687812116073e-05,2.65604559878264,0.461,0.154,1
"BTAF1",5.57453291270744e-05,-1.44736472629889,0.324,0.59,1
"ZDHHC20",5.61842955984022e-05,-1.43417573846457,0.396,0.615,1
"OAZ1",5.67352163286184e-05,-0.7404239960607,0.935,0.974,1
"JAML",5.76573636307543e-05,-1.85283646196926,0.166,0.385,1
"FLT1",5.83087634023215e-05,-3.27275068152286,0.072,0.231,1
"ETS2",5.8357332695786e-05,-1.07483266550465,0.571,0.821,1
"CKAP4",5.89537039113897e-05,-2.87691505527662,0.045,0.179,1
"AC068282.1",5.94204415738912e-05,4.52597160921232,0.301,0,1
"FHIT",5.95169243187334e-05,1.25403101089099,0.743,0.462,1
"IVNS1ABP",6.2603543251156e-05,-1.23661757238636,0.442,0.692,1
"CLEC4E",6.34322925525887e-05,-1.27215868519084,0.135,0.359,1
"S1PR4",6.56041843264745e-05,-2.34966805241176,0.034,0.154,1
"ENO1",6.57175382098098e-05,-0.973801150413589,0.681,0.872,1
"MOB3B",6.69811761972513e-05,-1.87648036455024,0.285,0.487,1
"NUDT3",6.85663304124452e-05,-1.3001238654374,0.299,0.564,1
"FTH1",7.04130811785282e-05,-1.45179469583461,0.999,1,1
"HLA-DRB1",7.14490856527192e-05,0.784842165489656,0.993,1,1
"AZIN1-AS1",7.45166137059682e-05,5.09800559534937,0.296,0,1
"GFOD1",7.45485759895951e-05,-2.22891589295114,0.069,0.231,1
"OGFRL1",7.50171512000847e-05,1.01690395753045,0.735,0.436,1
"HLA-DPA1",7.58971022820764e-05,0.996663165092825,0.979,0.923,1
"MARCH3",7.61306618516015e-05,4.72638401191901,0.295,0,1
"C1QA",7.80752919360128e-05,0.574627581753817,0.893,0.615,1
"MFSD14C",7.84122081784612e-05,4.1794835853409,0.293,0,1
"CD300LF",8.02184481832752e-05,-1.48774418781473,0.122,0.333,1
"MGP",8.03586031044558e-05,2.66987855210899,0.447,0.154,1
"DISC1",8.32113148139532e-05,1.02989233752666,0.774,0.487,1
"FAR2",8.46289272538007e-05,2.34928460663095,0.414,0.103,1
"VAPA",8.47625823796511e-05,-1.01134551927372,0.548,0.744,1
"CD84",8.52083767777278e-05,2.04754816977984,0.474,0.179,1
"CLMN",8.64888374251229e-05,-1.68966444006043,0.168,0.385,1
"MAF",8.7474363855021e-05,1.48631787504595,0.641,0.333,1
"CXorf21",8.76697543400919e-05,4.48593124901097,0.291,0,1
"RABGEF1",9.03841248134656e-05,-1.07952541331181,0.491,0.769,1
"LYZ",9.08274539451675e-05,-1.09173692406369,0.919,0.974,1
"NFIA",9.14778864803868e-05,1.66041755933327,0.434,0.103,1
"IGSF21",9.59358168817744e-05,4.4759722226736,0.289,0,1
"TTC37",0.000101564276888933,4.21366443233786,0.286,0,1
"IL1R2",0.000102813929147931,-2.85324222629226,0.036,0.154,1
"SH3BP5",0.000103518789119231,-1.80858036106868,0.234,0.462,1
"RAPH1",0.000105009533462121,1.37472978833723,0.55,0.205,1
"PKIB",0.000108429516928414,4.37825240215144,0.285,0,1
"KLHL2",0.000110544811392776,-1.4817715884191,0.231,0.462,1
"TNF",0.000111763328729726,3.70638898447228,0.365,0.077,1
"MARCHF2",0.000113128334039466,-2.50494627788967,0.026,0.128,1
"FAM104A",0.000113639027837262,-1.78198354312243,0.099,0.282,1
"PLTP",0.000113997945534205,2.92645635286248,0.351,0.051,1
"QKI",0.000117239679443032,0.682674275916132,0.991,1,1
"HMGB1",0.000119818743164658,0.692601055455184,0.948,0.846,1
"BHLHE41",0.000121358208755362,3.6446853844471,0.313,0.026,1
"HLA-DQB1",0.000123287488611551,0.936629582964397,0.922,0.795,1
"EFHD2",0.000123321405395885,-0.986541485058377,0.449,0.692,1
"RB1",0.000124654923455327,0.922095742648244,0.822,0.615,1
"ADAP2",0.000128852610191372,1.20982905801263,0.709,0.487,1
"KCNE1",0.000129511794114695,-2.1435607146628,0.073,0.231,1
"SRC",0.000129964662526842,-1.91494818727121,0.072,0.231,1
"AL356124.1",0.000130411944860504,4.56065344859704,0.28,0,1
"IL19",0.000130726392470363,-2.72406356719325,0.018,0.103,1
"MGAT4A",0.000130801843312975,1.11537353456813,0.759,0.564,1
"ALDH1A2",0.000134384709447715,-1.98504431425907,0.1,0.282,1
"CHSY3",0.000136246468277859,4.71795837318442,0.279,0,1
"BLNK",0.000137663712710831,3.01290202697295,0.339,0.051,1
"BCL6",0.000143691367866489,-1.17474236991108,0.343,0.59,1
"MEIKIN",0.000144743064260566,2.40674530398267,0.429,0.128,1
"NFATC2",0.000148425950766794,2.82525763008892,0.362,0.077,1
"AC005670.3",0.000150963559375145,4.18949075869628,0.276,0,1
"RNASET2",0.000154242750999259,0.833303159383328,0.861,0.718,1
"CLEC10A",0.000155438697608072,-1.48626260099297,0.083,0.256,1
"PLCB1",0.000155683769285452,-1.60896005655973,0.1,0.282,1
"IFI30",0.000157177876592604,-0.778449052855487,0.901,0.949,1
"ST3GAL6",0.000157190833198431,1.41043280790059,0.54,0.231,1
"ITPR3",0.000158214681197304,-2.77851135121563,0.018,0.103,1
"ENO2",0.000162573662607295,-2.44430492654983,0.037,0.154,1
"AC118549.1",0.000163521180964101,4.21148348703833,0.273,0,1
"MT-CO2",0.000163868871836402,0.450708141151924,0.999,1,1
"ATP13A3",0.000165919445452946,-1.23554484263779,0.397,0.641,1
"SOAT1",0.000168286253115146,-1.03347632707354,0.436,0.692,1
"TPM4",0.000174561156771884,-0.920576462575362,0.526,0.769,1
"MT-CYB",0.000176461458044641,0.522919493616045,0.999,1,1
"CCL4L2",0.000176904293754532,2.28462441578425,0.452,0.154,1
"AL163541.1",0.000180484344903123,5.14275742838918,0.272,0,1
"PCNX1",0.000187134985148221,-1.46012941552678,0.416,0.615,1
"AC243829.4",0.000190466303648421,4.81236354687292,0.27,0,1
"CST7",0.000190498059776337,-1.92820428397348,0.037,0.154,1
"FKBP5",0.000193103097471066,-1.81517061867359,0.622,0.744,1
"GARS-DT",0.000193815899111445,4.05972288372595,0.268,0,1
"DYSF",0.00019452757023904,-1.75188151133301,0.073,0.231,1
"RETN",0.000200238221188619,-2.43004146887577,0.062,0.205,1
"MCL1",0.000203584937295681,-0.713344472215556,0.86,0.923,1
"HECTD2",0.000215759640032045,4.26609293567774,0.266,0,1
"RGS10",0.000216089054201372,1.00204103434119,0.798,0.718,1
"DUSP3",0.000216997641938285,-1.53696980927984,0.153,0.359,1
"CNBP",0.000231136172350828,-0.844432744161333,0.47,0.744,1
"C9orf16",0.000231492516058141,4.00032396089348,0.263,0,1
"C1QB",0.000235395561289114,0.87139256596323,0.84,0.538,1
"KREMEN1",0.000240037059987185,-2.59630801999488,0.019,0.103,1
"HDAC9",0.000241134901832478,1.48201619900759,0.714,0.513,1
"GAPDH",0.000245868516720176,-0.915644246854712,0.948,0.974,1
"LYPLAL1",0.000246239969035615,2.24740902465422,0.386,0.103,1
"NCKAP5",0.000253861665316981,3.88497833180977,0.299,0.026,1
"WDR74",0.000254213333373608,3.17239965696493,0.323,0.051,1
"TPI1",0.000255576244524061,-0.630043657854612,0.642,0.897,1
"BLTP2",0.000259501979979269,-3.73381154374481,0.02,0.103,1
"AC253572.2",0.000260057181541099,4.43356407544568,0.261,0,1
"AC131944.1",0.000263213545054347,5.00347877308633,0.261,0,1
"SAMSN1",0.000266490145707973,-1.15900170889132,0.696,0.872,1
"WDR54",0.000269116269946218,-2.31153292352498,0.039,0.154,1
"JUNB",0.000270500407089708,0.894129777323354,0.917,0.872,1
"MYG1",0.000282670005990298,-2.64606105519198,0.019,0.103,1
"TPT1",0.000289638573546333,-0.514108711257611,0.999,1,1
"FCHSD2",0.000293558671311862,0.956300073264906,0.877,0.795,1
"UBAP1",0.000297186312900248,-1.10933314827302,0.348,0.59,1
"MS4A7",0.000300555046106916,1.04350253126762,0.773,0.538,1
"CCND1",0.000304987020411628,4.18282702841527,0.256,0,1
"TMEM117",0.000310612728585381,2.18727293344646,0.359,0.077,1
"ST6GALNAC3",0.000312011032271054,-1.30828413164664,0.134,0.333,1
"ANKRD36B",0.000324775694309313,3.23797554003231,0.321,0.051,1
"SCGB2A2",0.000324849645781091,6.01571704258001,0.255,0,1
"EPB41L2",0.00033097017722529,0.889108883253924,0.645,0.41,1
"ITM2C",0.000333458023088131,-2.67159614729912,0.02,0.103,1
"MT-ND3",0.000335790527193766,0.456259810475154,1,1,1
"COL6A3",0.000337986753259604,-2.20949039436349,0.029,0.128,1
"GK5",0.000338233644180955,-2.02362384905216,0.093,0.256,1
"AC007384.1",0.00034043781085619,4.89418596644541,0.253,0,1
"AP001636.3",0.000341417403719022,4.30752277586458,0.253,0,1
"SLC4A4",0.000341437970057496,-2.52475475896985,0.02,0.103,1
"HIST1H2AC",0.000343466431034008,4.60452825797512,0.253,0,1
"NOPCHAP1",0.000343546872241944,-2.52475475896985,0.02,0.103,1
"ST5",0.000356984722803753,4.17165195285859,0.252,0,1
"DOK2",0.000363334773748534,-1.62538997615433,0.179,0.385,1
"ITPR2",0.000364227973915915,0.54092473434485,0.909,0.744,1
"FAM126A",0.000364729180450052,4.11327235200268,0.251,0,1
"ELMO1",0.000366007782853741,0.795130726145623,0.936,0.821,1
"LRPAP1",0.000368836776435701,-1.17342289409458,0.326,0.564,1
"BACH1",0.000372280510763612,-1.07232259464876,0.589,0.769,1
"RBP1",0.000378473194033211,-2.65452263394018,0.02,0.103,1
"CX3CR1",0.000382341640160481,2.90839316020719,0.338,0.077,1
"MTSS1",0.000387975748960094,1.21378895825748,0.57,0.282,1
"AC025164.1",0.000390833477255209,4.36163018120403,0.249,0,1
"UHRF1BP1L",0.00040251988152485,3.88052397949282,0.248,0,1
"KMT2E",0.000408119489812695,-0.82716069803978,0.734,0.846,1
"SPATS2L",0.000411331249416973,2.65836032134418,0.338,0.077,1
"IL10",0.000420702808894276,-2.63346101841235,0.041,0.154,1
"DOCK8",0.000433866333925023,0.797846257154852,0.94,0.872,1
"AC015923.1",0.000436130412584065,4.20601665578716,0.246,0,1
"CALM2",0.000436694524659539,0.634487669523467,0.934,0.872,1
"KDM2A",0.000437699009309965,-0.911060539705374,0.655,0.821,1
"RIOK2",0.00044051748533733,-1.89828870606919,0.078,0.231,1
"PFKFB4",0.000446009499721271,-1.78040423804859,0.109,0.282,1
"ZNF669",0.000450269406904671,-2.34966805241175,0.03,0.128,1
"SERF2",0.000452514420261094,-0.698950100000605,0.96,0.974,1
"ADORA2B",0.000470574063397727,-3.01018158614009,0.021,0.103,1
"BANK1",0.000477718489369237,-2.48959831355623,0.04,0.154,1
"NARS",0.00048054919441366,3.77666768048288,0.242,0,1
"LTA4H",0.000481282737167715,-1.2682797255711,0.217,0.436,1
"OPHN1",0.000495624192078499,2.19759373912418,0.367,0.103,1
"SAMD4A",0.000500180881578568,2.35011093980028,0.323,0.051,1
"AL021155.5",0.000518723524922077,4.23314598173083,0.241,0,1
"IFIT2",0.000527028526257029,3.96126925855763,0.273,0.026,1
"PTPRJ",0.00053219726437338,0.816387402568906,0.871,0.692,1
"GNA13",0.000532569882182187,1.03202635868492,0.758,0.59,1
"POLG2",0.00054208088336137,2.5150487224358,0.438,0.205,1
"TMCC1",0.000544038358203878,1.16289998452763,0.605,0.385,1
"CHMP6",0.00054514872887517,-1.77851135121563,0.065,0.205,1
"TBC1D4",0.000551994770699962,2.02039656351988,0.394,0.128,1
"FAM110B",0.000571785488341424,3.51628610109234,0.271,0.026,1
"WAPL",0.000575409322739564,1.58174486233083,0.429,0.154,1
"PALM2-AKAP2",0.000576585837758861,4.17725031083783,0.238,0,1
"MPHOSPH6",0.000576903498875543,-1.54103357812758,0.148,0.333,1
"LRRC23",0.00058751624666936,2.4769629712813,0.479,0.231,1
"CARD11",0.000594735993119235,2.8928255749812,0.3,0.051,1
"VDR",0.000609073642481425,-1.50453647955119,0.113,0.282,1
"FOXN3",0.000609532435521229,0.674043536135714,0.958,0.897,1
"TCF4",0.00061715605177247,0.903990766458579,0.767,0.59,1
"PGD",0.000623391602749471,-1.09912459076116,0.229,0.462,1
"CCR2",0.000628519699998213,-2.49991068799237,0.042,0.154,1
"EYA2",0.000638468087598321,3.00452884594795,0.275,0.026,1
"ZNF808",0.000640630106633956,-1.82203872675655,0.067,0.205,1
"AP000331.1",0.000659217169766966,4.14561594931819,0.234,0,1
"RPL18A",0.000664561560651992,-0.577437651202652,0.966,0.974,1
"SNHG32",0.000665127904386882,1.79717333591752,0.397,0.128,1
"AL035446.2",0.000665408781698568,4.52509379048072,0.234,0,1
"GATM",0.000670370014222593,3.9488855341018,0.233,0,1
"RALA",0.000678164351308624,-1.14995564996017,0.371,0.59,1
"C16orf72",0.000680929796066321,3.80442671992884,0.232,0,1
"IGHG4",0.000681547683681605,-2.27437992510752,0.069,0.205,1
"GRN",0.000688212737393383,0.843318532229096,0.841,0.692,1
"RERE",0.000696411423445237,0.842977025530641,0.782,0.564,1
"AC006001.2",0.000703579467116304,3.92379455313897,0.231,0,1
"LMNA",0.000705644969615756,1.64931465171282,0.484,0.231,1
"PDE4A",0.000709996737857112,-1.42809469936857,0.165,0.359,1
"PHF21A",0.00071189157748192,-1.07360696628172,0.527,0.718,1
"PAPSS1",0.0007193137926348,-1.12560371636636,0.31,0.513,1
"AREG",0.000730671855044487,-1.69255576593476,0.055,0.179,1
"IFI16",0.000739442133777108,0.998759019730267,0.76,0.667,1
"LARS",0.000741394031104303,3.76034910500748,0.23,0,1
"DEPTOR",0.000745612023099253,3.25342837703464,0.264,0.026,1
"GMNN",0.000749055424544134,-1.72163682979871,0.068,0.205,1
"SERPINA1",0.000753213595626934,-1.20585181730015,0.388,0.615,1
"ZNF8",0.000759419449243718,-2.45658325632827,0.022,0.103,1
"VEGFA",0.000766166551737194,-1.37181093544909,0.307,0.538,1
"SBNO2",0.000767986551874141,-1.7254703884075,0.115,0.282,1
"GYPC",0.000781849719580631,1.98909106570188,0.364,0.103,1
"EMP3",0.000798035925305201,-0.87916985392402,0.582,0.795,1
"LINC01943",0.000807688793893672,-2.69759135583206,0.022,0.103,1
"GRB10",0.000821356785770991,-1.87162075560711,0.055,0.179,1
"CTNNAL1",0.000822346301725913,-2.58933846518004,0.022,0.103,1
"RAB3IP",0.000823787108781248,-2.09812928541579,0.032,0.128,1
"HLA-B",0.000826507867880054,-0.514429169235635,0.969,1,1
"AC120193.1",0.000826626456712484,4.03032909873114,0.227,0,1
"CCL18",0.000843063710321964,-4.536310448799,0.023,0.103,1
"SLC15A3",0.00084824290848049,1.86164086979568,0.34,0.077,1
"TLE1",0.000849136641186895,-2.31153292352498,0.032,0.128,1
"TRBC1",0.000852683063888754,-1.72597315720188,0.032,0.128,1
"APBA3",0.000859854077472693,-2.52475475896985,0.022,0.103,1
"CD83",0.000861396406821004,0.47145901991454,0.929,0.846,1
"CLIC1",0.000877708284385571,-0.616492930537824,0.757,0.872,1
"IL4R",0.000878862391744817,-1.1346551614409,0.242,0.462,1
"OSBP2",0.000882941437084365,-2.41286187889895,0.022,0.103,1
"AC103591.3",0.00088806210540357,4.02412928239621,0.225,0,1
"FAM192A",0.000891725952379449,3.63739289188075,0.224,0,1
"MEGF9",0.000898127954906803,-1.89775048743176,0.222,0.436,1
