"pathway","pval","padj","log2err","ES","NES","size","cluster"
"WNT_UP.V1_DN",0.0212337200929851,0.133215157064839,0.352487857583619,-0.58851005541451,-1.6698159111776,17,"6"
"AKT_UP.V1_UP",0.864779874213837,1,0.0210730272985761,-0.206647408945202,-0.712925980948326,24,"7"
"AKT_UP_MTOR_DN.V1_UP",0.979035639412998,1,0.01221929569568,-0.149855031379974,-0.520153494076802,25,"7"
"ALK_DN.V1_UP",0.320987654320988,1,0.282013350011725,0.246775580395529,1.1038508457964,15,"7"
"ATF2_S_UP.V1_DN",0.71063829787234,1,0.0322153154599285,-0.247808052273292,-0.822796612435483,20,"7"
"ATF2_S_UP.V1_UP",0.457572502685285,1,0.0530212512043078,-0.313959949572035,-1.00936453900465,17,"7"
"ATF2_UP.V1_DN",0.758620689655172,1,0.0280810636309052,-0.230374486199243,-0.804774341036299,26,"7"
"BMI1_DN.V1_DN",0.835820895522388,1,0.188204146308491,0.147257576340625,0.725094784295963,19,"7"
"BMI1_DN_MEL18_DN.V1_DN",0.225521680809044,1,0.249246554383295,0.232805224465341,1.11009538891639,18,"7"
"BMI1_DN_MEL18_DN.V1_UP",0.723739495798319,1,0.0307037368093842,-0.237664054155569,-0.813742874668572,23,"7"
"CAMP_UP.V1_DN",0.00191371972920137,0.120564342939686,0.45505986738723,0.257695690413368,1.91044212348631,41,"7"
"CAMP_UP.V1_UP",0.904255319148936,1,0.0192297089064582,-0.196581864074977,-0.652710395579733,20,"7"
"CRX_DN.V1_DN",0.467741935483871,1,0.266350657088526,0.197009917957166,1.01043339384497,20,"7"
"CRX_NRL_DN.V1_UP",0.49025974025974,1,0.0501934252649434,-0.316695352839931,-0.994606391774801,16,"7"
"CSR_EARLY_UP.V1_UP",0.550213675213675,1,0.0443293451680314,-0.286739578229979,-0.933525318360424,18,"7"
"CSR_LATE_UP.V1_DN",0.911324786324786,1,0.0190041999938594,-0.193384290122352,-0.629592650295314,18,"7"
"CYCLIN_D1_KE_.V1_DN",0.0781056021598263,0.757023528626009,0.287805130535564,0.311314286867166,1.45378882813328,17,"7"
"CYCLIN_D1_KE_.V1_UP",0.910543130990415,1,0.0188532541830902,-0.196704563871699,-0.658366821100866,21,"7"
"CYCLIN_D1_UP.V1_DN",0.606948968512486,1,0.0405756447890657,-0.29292205626716,-0.906981668292668,15,"7"
"E2F1_UP.V1_DN",0.796907216494845,1,0.0247790185105207,-0.214810487592181,-0.770964020475231,29,"7"
